0,3
1,9
2,11
3,4
4,2
5,7
6,4
7,7
8,1
9,4
10,3
11,1
12,1
13,5
14,2
15,8
16,5
17,1
18,6
19,11
20,14
21,2
22,2
23,9
24,7
25,0
26,1
27,1
28,4
29,3
30,4
31,0
32,7
33,10
34,2
35,9
36,4
37,1
38,0
39,0
40,2
41,8
42,0
43,3
44,3
45,7
46,8
47,2
48,8
49,4
50,12
51,3
52,1
53,10
54,1
55,1
56,1
57,4
58,0
59,1
60,2
61,2
62,7
63,10
64,5
65,3
66,3
67,1
68,0
69,0
70,12
71,6
72,1
73,9
74,8
75,5
76,1
77,2
78,3
79,8
80,5
81,8
82,6
83,3
84,1
85,0
86,0
87,1
88,4
89,7
90,3
91,1
92,6
93,3
94,0
95,1
96,7
97,7
98,4
99,7
100,0
101,7
102,7
103,1
104,1
105,4
106,7
107,7
108,3
109,1
110,2
111,6
112,6
113,5
114,9
115,1
116,0
117,9
118,0
119,2
120,6
121,6
122,1
123,2
124,5
125,10
126,1
127,2
128,0
129,0
130,0
131,1
132,0
133,4
134,8
135,2
136,0
137,4
138,9
139,3
140,2
141,0
142,4
143,0
144,14
145,0
146,0
147,1
148,0
149,1
150,6
151,6
152,8
153,0
154,2
155,5
156,5
157,2
158,0
159,9
160,5
161,6
162,3
163,4
164,2
165,7
166,8
167,5
168,6
169,9
170,11
171,1
172,4
173,0
174,2
175,4
176,4
177,7
178,5
179,12
180,1
181,9
182,0
183,3
184,6
185,1
186,0
187,11
188,5
189,7
190,1
191,6
192,0
193,2
194,4
195,1
196,6
197,4
198,0
199,4
200,1
201,9
202,6
203,8
204,11
205,5
206,5
207,3
208,4
209,0
210,2
211,7
212,6
213,6
214,7
215,4
216,0
217,8
218,1
219,10
220,8
221,2
222,0
223,5
224,5
225,6
226,2
227,0
228,6
229,3
230,1
231,10
232,7
233,3
234,5
235,5
236,5
237,2
238,2
239,2
240,4
241,0
242,2
243,7
244,5
245,5
246,7
247,6
248,9
249,3
250,11
251,9
252,0
253,12
254,1
255,1
256,2
257,1
258,0
259,4
260,0
261,6
262,8
263,3
264,0
265,7
266,7
267,1
268,6
269,0
270,4
271,4
272,4
273,5
274,3
275,6
276,9
277,6
278,3
279,5
280,0
281,5
282,3
283,4
284,2
285,8
286,4
287,3
288,5
289,2
290,5
291,8
292,3
293,0
294,5
295,8
296,1
297,1
298,1
299,13
300,10
301,5
302,5
303,10
304,1
305,6
306,5
307,2
308,10
309,4
310,0
311,8
312,5
313,1
314,1
315,8
316,9
317,0
318,4
319,8
320,5
321,6
322,3
323,2
324,5
325,2
326,0
327,11
328,0
329,4
330,1
331,1
332,3
333,7
334,6
335,5
336,7
337,4
338,7
339,0
340,6
341,4
342,9
343,8
344,6
345,2
346,5
347,10
348,10
349,2
350,9
351,1
352,0
353,7
354,2
355,3
356,2
357,3
358,8
359,4
360,8
361,7
362,2
363,3
364,5
365,3
366,5
367,7
368,5
369,3
370,0
371,5
372,8
373,8
374,0
375,1
376,2
377,3
378,0
379,2
380,8
381,0
382,3
383,0
384,7
385,7
386,7
387,0
388,0
389,8
390,0
391,4
392,8
393,4
394,2
395,6
396,3
397,5
398,0
399,9
400,1
401,3
402,1
403,0
404,9
405,6
406,9
407,1
408,0
409,6
410,6
411,7
412,4
413,6
414,7
415,0
416,3
417,2
418,11
419,8
420,5
421,5
422,6
423,6
424,5
425,7
426,2
427,1
428,3
429,0
430,9
431,2
432,4
433,5
434,2
435,3
436,1
437,4
438,7
439,3
440,5
441,2
442,4
443,7
444,5
445,0
446,7
447,7
448,2
449,1
450,12
451,3
452,6
453,3
454,5
455,6
456,3
457,8
458,3
459,2
460,8
461,4
462,3
463,7
464,2
465,9
466,2
467,1
468,7
469,0
470,4
471,0
472,2
473,7
474,4
475,3
476,5
477,3
478,1
479,8
480,4
481,6
482,2
483,3
484,1
485,3
486,6
487,3
488,3
489,12
490,5
491,6
492,3
493,4
494,2
495,2
496,0
497,11
498,11
499,3
500,2
501,3
502,3
503,2
504,6
505,7
506,0
507,5
508,6
509,7
510,1
511,1
512,2
513,7
514,0
515,14
516,3
517,8
518,2
519,2
520,4
521,5
522,9
523,7
524,3
525,0
526,5
527,5
528,2
529,3
530,0
531,5
532,4
533,9
534,3
535,7
536,6
537,2
538,4
539,3
540,7
541,9
542,7
543,5
544,7
545,5
546,7
547,0
548,4
549,1
550,8
551,1
552,7
553,6
554,10
555,2
556,5
557,11
558,0
559,1
560,2
561,5
562,1
563,4
564,0
565,8
566,7
567,6
568,2
569,3
570,1
571,5
572,1
573,0
574,0
575,7
576,1
577,0
578,3
579,2
580,1
581,6
582,1
583,8
584,2
585,3
586,5
587,4
588,3
589,7
590,1
591,2
592,6
593,1
594,5
595,3
596,7
597,1
598,4
599,2
600,6
601,0
602,7
603,1
604,1
605,1
606,6
607,3
608,5
609,0
610,1
611,0
612,0
613,4
614,5
615,1
616,4
617,4
618,0
619,2
620,10
621,3
622,6
623,5
624,6
625,1
626,3
627,1
628,5
629,7
630,0
631,2
632,1
633,3
634,7
635,1
636,4
637,5
638,9
639,3
640,5
641,4
642,8
643,3
644,2
645,4
646,5
647,1
648,2
649,6
650,11
651,4
652,3
653,4
654,8
655,5
656,4
657,1
658,10
659,6
660,7
661,12
662,3
663,11
664,2
665,0
666,2
667,1
668,1
669,7
670,6
671,5
672,6
673,2
674,11
675,3
676,8
677,4
678,1
679,8
680,5
681,8
682,1
683,1
684,8
685,2
686,4
687,5
688,7
689,6
690,3
691,1
692,0
693,3
694,8
695,6
696,9
697,8
698,0
699,1
700,13
701,4
702,1
703,4
704,6
705,5
706,9
707,5
708,9
709,8
710,5
711,1
712,4
713,1
714,5
715,4
716,11
717,0
718,5
719,5
720,4
721,2
722,2
723,0
724,8
725,5
726,8
727,1
728,0
729,6
730,6
731,0
732,0
733,1
734,8
735,2
736,3
737,2
738,3
739,7
740,9
741,6
742,4
743,1
744,2
745,5
746,8
747,4
748,2
749,5
750,1
751,4
752,2
753,9
754,6
755,3
756,6
757,5
758,2
759,6
760,1
761,0
762,2
763,7
764,10
765,5
766,5
767,6
768,6
769,3
770,2
771,1
772,9
773,1
774,3
775,5
776,0
777,9
778,2
779,2
780,8
781,3
782,2
783,10
784,10
785,9
786,6
787,6
788,4
789,6
790,7
791,4
792,3
793,10
794,3
795,6
796,2
797,1
798,10
799,8
800,5
801,8
802,5
803,2
804,1
805,3
806,0
807,3
808,3
809,0
810,7
811,1
812,8
813,0
814,3
815,6
816,2
817,5
818,7
819,10
820,0
821,1
822,7
823,7
824,2
825,4
826,4
827,7
828,2
829,0
830,2
831,0
832,2
833,4
834,4
835,1
836,9
837,4
838,5
839,7
840,9
841,5
842,0
843,4
844,6
845,8
846,7
847,1
848,0
849,1
850,4
851,1
852,0
853,5
854,0
855,1
856,2
857,6
858,4
859,2
860,4
861,4
862,2
863,1
864,1
865,8
866,7
867,4
868,6
869,3
870,0
871,1
872,3
873,10
874,4
875,0
876,4
877,6
878,13
879,3
880,4
881,2
882,10
883,1
884,3
885,4
886,6
887,0
888,3
889,6
890,10
891,3
892,2
893,2
894,2
895,5
896,2
897,8
898,7
899,6
900,0
901,1
902,1
903,4
904,0
905,2
906,2
907,2
908,5
909,6
910,6
911,2
912,6
913,7
914,0
915,4
916,4
917,9
918,5
919,3
920,4
921,4
922,0
923,10
924,3
925,4
926,4
927,11
928,4
929,8
930,3
931,5
932,4
933,3
934,3
935,8
936,0
937,1
938,2
939,0
940,7
941,7
942,5
943,3
944,9
945,0
946,2
947,3
948,4
949,0
950,2
951,0
952,6
953,3
954,7
955,4
956,7
957,0
958,6
959,4
960,2
961,0
962,3
963,4
964,10
965,0
966,2
967,5
968,6
969,3
970,6
971,3
972,4
973,4
974,4
975,5
976,3
977,4
978,4
979,5
980,8
981,5
982,5
983,6
984,5
985,8
986,4
987,5
988,6
989,12
990,5
991,2
992,0
993,4
994,0
995,3
996,7
997,10
998,13
999,2
